gene	gene_group	chrom	strand	tss	baseline_tss	is_baseline	transcript_count	transcript_ids	parent_gene_count	half_width_bp	start	end	state	replicate	mark	gsm	mean_CPM	covered_fraction	H3_mean_CPM	H3_covered_fraction	ratio_eligible	log2_mark_over_H3
ETV5	AT2	chr3	-	188924867	188924867	True	1	NM_004454.3	1	1000	188923867	188925867	iATCs	CUT1	H3K27ac	GSM8796436	1.4643773725256324	1.0	0.302559847664088	1.0	True	2.2749949393567426
ETV5	AT2	chr3	-	188924867	188924867	True	1	NM_004454.3	1	5000	188919867	188929867	iATCs	CUT1	H3K27ac	GSM8796436	0.4475179974023253	1.0	0.09926678128093482	1.0	True	2.1725627840793647
SFTPB	AT2	chr2	-	85670254	85670796	False	5	NM_000542.5;NM_001367281.1;XM_005264488.5;XM_005264490.5;XM_047445415.1	1	1000	85669254	85671254	iATCs	CUT1	H3K27ac	GSM8796436	0.004359261132776737	1.0	0.08304281239956618	1.0	True	-4.251699770938794
SFTPB	AT2	chr2	-	85670254	85670796	False	5	NM_000542.5;NM_001367281.1;XM_005264488.5;XM_005264490.5;XM_047445415.1	1	5000	85665254	85675254	iATCs	CUT1	H3K27ac	GSM8796436	0.0034874091576784848	1.0	0.07257818360105157	1.0	True	-4.379308408966383
SFTPB	AT2	chr2	-	85670796	85670796	True	2	NM_198843.3;XM_047445414.1	1	1000	85669796	85671796	iATCs	CUT1	H3K27ac	GSM8796436	0.0020119687076658012	1.0	0.06408615607768298	1.0	True	-4.993332966760797
SFTPB	AT2	chr2	-	85670796	85670796	True	2	NM_198843.3;XM_047445414.1	1	5000	85665796	85675796	iATCs	CUT1	H3K27ac	GSM8796436	0.0034310741394758225	1.0	0.07091778017580509	1.0	True	-4.3694151731548345
AGER	AT1	chr6	-	32037443	32037443	True	13	NM_001136.5;NM_001206929.2;NM_001206932.2;NM_001206934.2;NM_001206936.2;NM_001206940.2;NM_001206954.2;NM_001206966.2;NM_172197.3;NR_038190.2;XM_017010328.3;XM_047418260.1;XM_047418261.1	1	1000	32036443	32038443	iATCs	CUT1	H3K27ac	GSM8796436	0.09403932488337159	1.0	0.033275933511555195	1.0	True	1.4987850422191626
AGER	AT1	chr6	-	32037443	32037443	True	13	NM_001136.5;NM_001206929.2;NM_001206932.2;NM_001206934.2;NM_001206936.2;NM_001206940.2;NM_001206954.2;NM_001206966.2;NM_172197.3;NR_038190.2;XM_017010328.3;XM_047418260.1;XM_047418261.1	1	5000	32032443	32042443	iATCs	CUT1	H3K27ac	GSM8796436	0.315489983888343	1.0	0.03562855370342732	1.0	True	3.146488378175125
PDPN	AT1	chr1	+	13025716	13025716	True	1	NM_198389.2	1	1000	13024716	13026716	iATCs	CUT1	H3K27ac	GSM8796436	0.09154450003989041	1.0	0.08292969351261854	1.0	True	0.14258445153087418
PDPN	AT1	chr1	+	13025716	13025716	True	1	NM_198389.2	1	5000	13020716	13030716	iATCs	CUT1	H3K27ac	GSM8796436	0.0317220130097121	1.0	0.04090384028404951	1.0	True	-0.36675197367671536
PDPN	AT1	chr1	+	13025791	13025716	False	1	NM_006474.5	1	1000	13024791	13026791	iATCs	CUT1	H3K27ac	GSM8796436	0.09120917255058884	1.0	0.0827713444121182	1.0	True	0.14004752734511486
PDPN	AT1	chr1	+	13025791	13025716	False	1	NM_006474.5	1	5000	13020791	13030791	iATCs	CUT1	H3K27ac	GSM8796436	0.0317220130097121	1.0	0.04124315978512168	1.0	True	-0.3786705427118287
PDPN	AT1	chr1	+	13026225	13025716	False	3	XM_006710295.2;XM_024451404.2;XM_047434471.1	1	1000	13025225	13027225	iATCs	CUT1	H3K27ac	GSM8796436	0.09288580999709665	1.0	0.0825677527114749	1.0	True	0.1698797762528439
PDPN	AT1	chr1	+	13026225	13025716	False	3	XM_006710295.2;XM_024451404.2;XM_047434471.1	1	5000	13021225	13031225	iATCs	CUT1	H3K27ac	GSM8796436	0.0317220130097121	1.0	0.042188730128109454	1.0	True	-0.41137333916852886
PDPN	AT1	chr1	+	13027416	13025716	False	3	NM_001006624.2;NM_001006625.2;NM_001385053.1	1	1000	13026416	13028416	iATCs	CUT1	H3K27ac	GSM8796436	0.03276823418587446	1.0	0.028118278503417967	1.0	True	0.22078966062587715
PDPN	AT1	chr1	+	13027416	13025716	False	3	NM_001006624.2;NM_001006625.2;NM_001385053.1	1	5000	13022416	13032416	iATCs	CUT1	H3K27ac	GSM8796436	0.03219147149473429	1.0	0.041962518636137244	1.0	True	-0.38242274771908075
HOPX	AT1	chr4	-	60144363	60169528	False	4	NM_001145459.2;NM_139211.5;XM_017008731.3;XM_017008734.2	1	1000	60143363	60145363	iATCs	CUT1	H3K27ac	GSM8796436	0.0690507415998727	1.0	0.11450903847068548	1.0	True	-0.7297326640491738
HOPX	AT1	chr4	-	60144363	60169528	False	4	NM_001145459.2;NM_139211.5;XM_017008731.3;XM_017008734.2	1	5000	60139363	60149363	iATCs	CUT1	H3K27ac	GSM8796436	0.020186740988865495	1.0	0.038682429641485216	1.0	True	-0.9382703970337378
HOPX	AT1	chr4	-	60145747	60169528	False	1	XM_017008730.3	1	1000	60144747	60146747	iATCs	CUT1	H3K27ac	GSM8796436	0.012071797251701355	1.0	0.023820234004408122	1.0	True	-0.9805471051472778
HOPX	AT1	chr4	-	60145747	60169528	False	1	XM_017008730.3	1	5000	60140747	60150747	iATCs	CUT1	H3K27ac	GSM8796436	0.021377825206518174	1.0	0.03708536736518145	1.0	True	-0.7947349670137717
HOPX	AT1	chr4	-	60169118	60169528	False	9	NM_001145460.2;NM_032495.6;NM_139212.4;XM_017008729.3;XM_017008732.2;XM_047416319.1;XM_047416320.1;XM_047416321.1;XM_047416322.1	1	1000	60168118	60170118	iATCs	CUT1	H3K27ac	GSM8796436	1.0524603274837137	1.0	0.08797426899895072	1.0	True	3.580540420371586
HOPX	AT1	chr4	-	60169118	60169528	False	9	NM_001145460.2;NM_032495.6;NM_139212.4;XM_017008729.3;XM_017008732.2;XM_047416319.1;XM_047416320.1;XM_047416321.1;XM_047416322.1	1	5000	60164118	60174118	iATCs	CUT1	H3K27ac	GSM8796436	0.2627629820909351	1.0	0.03362430739253759	1.0	True	2.966185588010264
HOPX	AT1	chr4	-	60169528	60169528	True	1	XM_017008728.2	1	1000	60168528	60170528	iATCs	CUT1	H3K27ac	GSM8796436	0.7422281776387244	1.0	0.059878608763217926	1.0	True	3.6317501650358364
HOPX	AT1	chr4	-	60169528	60169528	True	1	XM_017008728.2	1	5000	60164528	60174528	iATCs	CUT1	H3K27ac	GSM8796436	0.26249471959657966	1.0	0.033579064792394635	1.0	True	2.9666544459161015
CAV1	AT1	chr7	+	117840040	117840040	True	1	NM_001172895.1	1	1000	117839040	117841040	iATCs	CUT1	H3K27ac	GSM8796436	0.4286163798160851	1.0	0.08121047470718622	1.0	True	2.399949257938956
CAV1	AT1	chr7	+	117840040	117840040	True	1	NM_001172895.1	1	5000	117835040	117845040	iATCs	CUT1	H3K27ac	GSM8796436	0.2173462429381907	1.0	0.05101103471592069	1.0	True	2.091113887308419
CAV1	AT1	chr7	+	117840067	117840040	False	1	NM_001753.5	1	1000	117839067	117841067	iATCs	CUT1	H3K27ac	GSM8796436	0.43567167689278724	1.0	0.081436687707901	1.0	True	2.4194905377234166
CAV1	AT1	chr7	+	117840067	117840040	False	1	NM_001753.5	1	5000	117835067	117845067	iATCs	CUT1	H3K27ac	GSM8796436	0.21720138119123877	1.0	0.05093412229567766	1.0	True	2.0923288873525148
CAV1	AT1	chr7	+	117841395	117840040	False	2	NM_001172896.2;NM_001172897.2	1	1000	117840395	117842395	iATCs	CUT1	H3K27ac	GSM8796436	0.6380623074620962	1.0	0.1600457032211125	1.0	True	1.9952133664902365
CAV1	AT1	chr7	+	117841395	117840040	False	2	NM_001172896.2;NM_001172897.2	1	5000	117836395	117846395	iATCs	CUT1	H3K27ac	GSM8796436	0.21507942699082197	1.0	0.05021928971633315	1.0	True	2.0985560042356
AQP5	AT1	chr12	+	49924862	49924862	True	2	NM_001651.4;XM_005268838.3	1	1000	49923862	49925862	iATCs	CUT1	H3K27ac	GSM8796436	0.15072318548336625	1.0	0.1224265122115612	1.0	True	0.2999853449381249
AQP5	AT1	chr12	+	49924862	49924862	True	2	NM_001651.4;XM_005268838.3	1	5000	49919862	49929862	iATCs	CUT1	H3K27ac	GSM8796436	0.06769868390895427	1.0	0.09257994371801614	1.0	True	-0.45157189810351644
KRT8	transition_stress	chr12	-	52869656	52914418	False	1	NM_002273.4	1	1000	52868656	52870656	iATCs	CUT1	H3K27ac	GSM8796436	1.678209058791399	1.0	0.1051890380680561	1.0	True	3.99586617535518
KRT8	transition_stress	chr12	-	52869656	52914418	False	1	NM_002273.4	1	5000	52864656	52874656	iATCs	CUT1	H3K27ac	GSM8796436	1.1306455706730485	1.0	0.046712983157485725	1.0	True	4.5971793602448745
KRT8	transition_stress	chr12	-	52891056	52914418	False	1	NM_001256282.2	1	1000	52890056	52892056	iATCs	CUT1	H3K27ac	GSM8796436	2.2660523851811885	1.0	0.16963714737445115	1.0	True	3.7396571799233103
KRT8	transition_stress	chr12	-	52891056	52914418	False	1	NM_001256282.2	1	5000	52886056	52896056	iATCs	CUT1	H3K27ac	GSM8796436	0.734368207687512	1.0	0.0758944683521986	1.0	True	3.2744369606169648
KRT8	transition_stress	chr12	-	52914418	52914418	True	2	NM_001256293.2;NR_045962.2	1	1000	52913418	52915418	iATCs	CUT1	H3K27ac	GSM8796436	1.74994318382442	1.0	0.0717321455590427	1.0	True	4.608544488536027
KRT8	transition_stress	chr12	-	52914418	52914418	True	2	NM_001256293.2;NR_045962.2	1	5000	52909418	52919418	iATCs	CUT1	H3K27ac	GSM8796436	1.1352115440208466	1.0	0.059254228994995356	1.0	True	4.259899231861953
CLDN4	transition_stress	chr7	+	75031890	75031890	True	1	NM_001305.5	1	1000	75030890	75032890	iATCs	CUT1	H3K27ac	GSM8796436	2.338979726135731	1.0	0.12385162562131882	1.0	True	4.239194646723807
CLDN4	transition_stress	chr7	+	75031890	75031890	True	1	NM_001305.5	1	5000	75026890	75036890	iATCs	CUT1	H3K27ac	GSM8796436	1.4422056152503937	1.0	0.08709200875833631	1.0	True	4.049592705526498
KRT19	transition_stress	chr17	-	42383868	42383868	True	1	NM_002276.5	1	1000	42382868	42384868	iATCs	CUT1	H3K27ac	GSM8796436	1.548115968376398	1.0	0.1191689766459167	1.0	True	3.6994329350437574
KRT19	transition_stress	chr17	-	42383868	42383868	True	1	NM_002276.5	1	5000	42378868	42388868	iATCs	CUT1	H3K27ac	GSM8796436	0.7985073743015527	1.0	0.04996140192225575	1.0	True	3.9984198663391326
CDKN1A	transition_stress	chr6	+	36497107	36497107	True	5	NM_001220777.2;NM_001291549.3;NM_001374509.1;NM_001374510.1;NM_078467.3	1	1000	36496107	36498107	iATCs	CUT1	H3K27ac	GSM8796436	0.5014496210906655	1.0	0.014703845046460629	1.0	True	5.091839392157942
CDKN1A	transition_stress	chr6	+	36497107	36497107	True	5	NM_001220777.2;NM_001291549.3;NM_001374509.1;NM_001374510.1;NM_078467.3	1	5000	36492107	36502107	iATCs	CUT1	H3K27ac	GSM8796436	0.6804555837403983	1.0	0.0751027019135654	1.0	True	3.1795642773555617
CDKN1A	transition_stress	chr6	+	36499358	36497107	False	7	NM_000389.5;NM_001220778.2;NM_001374511.1;NM_001374512.1;NM_001374513.1;NR_164655.1;NR_164656.1	1	1000	36498358	36500358	iATCs	CUT1	H3K27ac	GSM8796436	1.917861311905086	1.0	0.21130553155764936	1.0	True	3.182095957414633
CDKN1A	transition_stress	chr6	+	36499358	36497107	False	7	NM_000389.5;NM_001220778.2;NM_001374511.1;NM_001374512.1;NM_001374513.1;NR_164655.1;NR_164656.1	1	5000	36494358	36504358	iATCs	CUT1	H3K27ac	GSM8796436	0.7423490713257342	1.0	0.08030560292303562	1.0	True	3.2085251849043757
SFN	transition_stress	chr1	+	26701223	26701223	True	1	NM_006142.5	1	1000	26700223	26702223	iATCs	CUT1	H3K27ac	GSM8796436	0.3804632003288716	1.0	0.10910252790153027	1.0	True	1.8020723889558323
SFN	transition_stress	chr1	+	26701223	26701223	True	1	NM_006142.5	1	5000	26696223	26706223	iATCs	CUT1	H3K27ac	GSM8796436	0.38116872427873316	1.0	0.1043791969411075	1.0	True	1.8685955403471743
ITGB6	transition_stress	chr2	-	160657753	160657753	True	7	NM_000888.5;NM_001282353.2;NM_001282354.2;NM_001282355.2;NM_001282388.2;NM_001282389.2;NM_001282390.2	1	1000	160656753	160658753	iATCs	CUT1	H3K27ac	GSM8796436	0.4693250871375203	1.0	0.02198788606747985	1.0	True	4.415806765592938
ITGB6	transition_stress	chr2	-	160657753	160657753	True	7	NM_000888.5;NM_001282353.2;NM_001282354.2;NM_001282355.2;NM_001282388.2;NM_001282389.2;NM_001282390.2	1	5000	160652753	160662753	iATCs	CUT1	H3K27ac	GSM8796436	0.2489287279430777	1.0	0.019440742263942958	1.0	True	3.678577527599672
KRT17	transition_stress	chr17	-	42480027	42480027	True	1	NM_000422.3	1	1000	42479027	42481027	iATCs	CUT1	H3K27ac	GSM8796436	0.3486741200275719	1.0	0.12125016856193542	1.0	True	1.5238925326204824
KRT17	transition_stress	chr17	-	42480027	42480027	True	1	NM_000422.3	1	5000	42475027	42485027	iATCs	CUT1	H3K27ac	GSM8796436	0.1298336295094341	1.0	0.08007940882816911	1.0	True	0.6971608897520732
TP63	transition_stress	chr3	+	192413469	192413469	True	1	NM_001329964.2	1	1000	192412469	192414469	iATCs	CUT1	H3K27ac	GSM8796436	0.002427771022543311	1.0	0.050038323208689686	1.0	True	-4.365329181385207
TP63	transition_stress	chr3	+	192413469	192413469	True	1	NM_001329964.2	1	5000	192408469	192418469	iATCs	CUT1	H3K27ac	GSM8796436	0.0010059824679046869	1.0	0.023499007464200257	1.0	True	-4.545922755036236
TP63	transition_stress	chr3	+	192448079	192413469	False	5	NM_001114978.2;NM_001114979.2;NM_001329144.2;NM_001329148.2;NM_003722.5	1	1000	192447079	192449079	iATCs	CUT1	H3K27ac	GSM8796436	0.12195204695314169	1.0	0.036850097816437485	1.0	True	1.726573619844036
TP63	transition_stress	chr3	+	192448079	192413469	False	5	NM_001114978.2;NM_001114979.2;NM_001329144.2;NM_001329148.2;NM_003722.5	1	5000	192443079	192453079	iATCs	CUT1	H3K27ac	GSM8796436	0.042184251891449094	1.0	0.017870828062295913	1.0	True	1.2390980318917282
TP63	transition_stress	chr3	+	192606306	192413469	False	7	NM_001114980.2;NM_001114981.2;NM_001114982.2;NM_001329145.2;NM_001329146.2;NM_001329149.2;NM_001329150.2	1	1000	192605306	192607306	iATCs	CUT1	H3K27ac	GSM8796436	0.26338004707545043	1.0	0.022734411578625442	1.0	True	3.534196486001159
TP63	transition_stress	chr3	+	192606306	192413469	False	7	NM_001114980.2;NM_001114981.2;NM_001114982.2;NM_001329145.2;NM_001329146.2;NM_001329149.2;NM_001329150.2	1	5000	192601306	192611306	iATCs	CUT1	H3K27ac	GSM8796436	0.22938046204596757	1.0	0.025788285546004774	1.0	True	3.1529547437276917
COL1A1	transition_stress	chr17	-	51068679	51068679	True	4	NM_000088.4;XM_005257058.5;XM_005257059.5;XM_011524341.2	1	1000	51067679	51069679	iATCs	CUT1	H3K27ac	GSM8796436	0.5163247694261373	1.0	0.1551821063235402	1.0	True	1.7343165961377147
COL1A1	transition_stress	chr17	-	51068679	51068679	True	4	NM_000088.4;XM_005257058.5;XM_005257059.5;XM_011524341.2	1	5000	51063679	51073679	iATCs	CUT1	H3K27ac	GSM8796436	0.5288793900050223	1.0	0.11276718743145465	1.0	True	2.2295914169675957
ATF3	regulators	chr1	+	211810344	211810344	True	1	NM_001030287.4	1	1000	211809344	211811344	iATCs	CUT1	H3K27ac	GSM8796436	0.03948821391910315	1.0	0.03280088510364294	1.0	True	0.2676873698663076
ATF3	regulators	chr1	+	211810344	211810344	True	1	NM_001030287.4	1	5000	211805344	211815344	iATCs	CUT1	H3K27ac	GSM8796436	0.09759652759619057	1.0	0.0366465020366013	1.0	True	1.4131543212711388
ATF3	regulators	chr1	+	211851925	211810344	False	1	XM_011509579.2	1	1000	211850925	211852925	iATCs	CUT1	H3K27ac	GSM8796436	1.0576245691627264	1.0	0.08200224209576845	1.0	True	3.6890204304000456
ATF3	regulators	chr1	+	211851925	211810344	False	1	XM_011509579.2	1	5000	211846925	211856925	iATCs	CUT1	H3K27ac	GSM8796436	0.6504022389091552	1.0	0.08324638154357672	1.0	True	2.9658727543987053
ATF3	regulators	chr1	+	211853698	211810344	False	5	NM_001040619.3;NM_001206484.3;NM_001206488.3;NM_001674.4;XM_005273146.2	1	1000	211852698	211854698	iATCs	CUT1	H3K27ac	GSM8796436	1.9196726055145263	1.0	0.2798480604365468	1.0	True	2.7781446306642463
ATF3	regulators	chr1	+	211853698	211810344	False	5	NM_001040619.3;NM_001206484.3;NM_001206488.3;NM_001674.4;XM_005273146.2	1	5000	211848698	211858698	iATCs	CUT1	H3K27ac	GSM8796436	0.6524651756040752	1.0	0.08437744705006481	1.0	True	2.9509715592458883
ATF3	regulators	chr1	+	211859954	211810344	False	1	NM_001206486.2	1	1000	211858954	211860954	iATCs	CUT1	H3K27ac	GSM8796436	0.009724500961601735	1.0	0.025448962580412626	1.0	True	-1.3879107250417788
ATF3	regulators	chr1	+	211859954	211810344	False	1	NM_001206486.2	1	5000	211854954	211864954	iATCs	CUT1	H3K27ac	GSM8796436	0.0372723617836833	1.0	0.026371910617500542	1.0	True	0.499104142382792
ATF3	regulators	chr1	+	211863906	211810344	False	1	XM_047421211.1	1	1000	211862906	211864906	iATCs	CUT1	H3K27ac	GSM8796436	0.014003291040658951	1.0	0.021490235067903995	1.0	True	-0.6179153356791328
ATF3	regulators	chr1	+	211863906	211810344	False	1	XM_047421211.1	1	5000	211858906	211868906	iATCs	CUT1	H3K27ac	GSM8796436	0.008450257759541273	1.0	0.026607172641158104	1.0	True	-1.6547479594230254
HNF1B	regulators	chr17	-	38732031	38732031	True	10	NM_000458.4;NM_001165923.4;NM_001304286.2;XM_011525160.1;XM_011525161.1;XM_011525162.3;XM_011525163.3;XM_011525164.1;XM_047436630.1;XM_047436631.1	1	1000	38731031	38733031	iATCs	CUT1	H3K27ac	GSM8796436	1.500915071517229	1.0	0.047776198927313086	1.0	True	4.973406457315761
HNF1B	regulators	chr17	-	38732031	38732031	True	10	NM_000458.4;NM_001165923.4;NM_001304286.2;XM_011525160.1;XM_011525161.1;XM_011525162.3;XM_011525163.3;XM_011525164.1;XM_047436630.1;XM_047436631.1	1	5000	38727031	38737031	iATCs	CUT1	H3K27ac	GSM8796436	0.6481944239262492	1.0	0.03741110849827528	1.0	True	4.1148879910031155
TP53	regulators	chr17	-	7579367	7591593	False	6	NM_001126115.2;NM_001126116.2;NM_001126117.2;NM_001276697.3;NM_001276698.3;NM_001276699.3	1	1000	7578367	7580367	iATCs	CUT1	H3K27ac	GSM8796436	0.002347292425110936	1.0	0.04825123053789139	1.0	True	-4.361496246743469
TP53	regulators	chr17	-	7579367	7591593	False	6	NM_001126115.2;NM_001126116.2;NM_001126117.2;NM_001276697.3;NM_001276698.3;NM_001276699.3	1	5000	7574367	7584367	iATCs	CUT1	H3K27ac	GSM8796436	0.005612043626978994	1.0	0.04667227045446634	1.0	True	-3.0559675220843125
TP53	regulators	chr17	-	7591593	7591593	True	9	NM_000546.6;NM_001126112.3;NM_001126113.3;NM_001126114.3;NM_001126118.2;NM_001276695.3;NM_001276696.3;NM_001276760.3;NM_001276761.3	1	1000	7590593	7592593	iATCs	CUT1	H3K27ac	GSM8796436	1.8401466478928923	1.0	0.15206035923212766	1.0	True	3.5971047348422407
TP53	regulators	chr17	-	7591593	7591593	True	9	NM_000546.6;NM_001126112.3;NM_001126113.3;NM_001126114.3;NM_001126118.2;NM_001276695.3;NM_001276696.3;NM_001276760.3;NM_001276761.3	1	5000	7586593	7596593	iATCs	CUT1	H3K27ac	GSM8796436	0.7455202191960066	1.0	0.06526244545355439	1.0	True	3.513922527379792
CEBPA	regulators	chr19	-	35822305	35822305	True	4	NM_001285829.2;NM_001287424.2;NM_001287435.2;NM_004364.5	1	1000	35821305	35823305	iATCs	CUT1	H3K27ac	GSM8796436	0.6036575959529727	1.0	0.18368497351184487	1.0	True	1.7164968517942085
CEBPA	regulators	chr19	-	35822305	35822305	True	4	NM_001285829.2;NM_001287424.2;NM_001287435.2;NM_004364.5	1	5000	35817305	35827305	iATCs	CUT1	H3K27ac	GSM8796436	0.19647540270723401	1.0	0.0891053027883172	1.0	True	1.1407655125230616
SFTPC	AT2	chr8	+	22431327	22431327	True	6	NM_001385654.1;NM_001385655.1;NM_001385656.1;NM_001385657.1;NM_001385658.1;NM_001385660.1	1	1000	22430327	22432327	iAT2	CUT1	H3K27ac	GSM8796437	0.1840750041231513	1.0	0.07578563772886991	1.0	True	1.2802973621188334
SFTPC	AT2	chr8	+	22431327	22431327	True	6	NM_001385654.1;NM_001385655.1;NM_001385656.1;NM_001385657.1;NM_001385658.1;NM_001385660.1	1	5000	22426327	22436327	iAT2	CUT1	H3K27ac	GSM8796437	0.12601198686286808	1.0	0.05791810343042016	1.0	True	1.121474710075364
SFTPC	AT2	chr8	+	22432423	22431327	False	1	NM_001385659.1	1	1000	22431423	22433423	iAT2	CUT1	H3K27ac	GSM8796437	0.11956712941080332	1.0	0.03967200667783618	1.0	True	1.5916275496283387
SFTPC	AT2	chr8	+	22432423	22431327	False	1	NM_001385659.1	1	5000	22427423	22437423	iAT2	CUT1	H3K27ac	GSM8796437	0.13136674467250706	1.0	0.06151432666927576	1.0	True	1.0946057474651607
SFTPC	AT2	chr8	+	22435720	22431327	False	1	XM_011544613.4	1	1000	22434720	22436720	iAT2	CUT1	H3K27ac	GSM8796437	0.06832688141614199	1.0	0.04712943805381656	1.0	True	0.5358248011194873
SFTPC	AT2	chr8	+	22435720	22431327	False	1	XM_011544613.4	1	5000	22430720	22440720	iAT2	CUT1	H3K27ac	GSM8796437	0.2570962980799377	1.0	0.060454387973994016	1.0	True	2.0883898731732096
SFTPC	AT2	chr8	+	22435742	22431327	False	7	NM_001172357.2;NM_001172410.2;NM_001317778.2;NM_001317779.2;NM_001317780.2;NM_001385653.1;NM_003018.4	1	1000	22434742	22436742	iAT2	CUT1	H3K27ac	GSM8796437	0.06711350944265723	1.0	0.04796224697306752	1.0	True	0.4847039504276
SFTPC	AT2	chr8	+	22435742	22431327	False	7	NM_001172357.2;NM_001172410.2;NM_001317778.2;NM_001317779.2;NM_001317780.2;NM_001385653.1;NM_003018.4	1	5000	22430742	22440742	iAT2	CUT1	H3K27ac	GSM8796437	0.25642396784573795	1.0	0.060121263980120423	1.0	True	2.092583870705401
ABCA3	AT2	chr16	-	2363112	2363112	True	1	NM_001089.3	1	1000	2362112	2364112	iAT2	CUT1	H3K27ac	GSM8796437	0.8607801853902638	1.0	0.2995463035516441	1.0	True	1.5228658378291013
ABCA3	AT2	chr16	-	2363112	2363112	True	1	NM_001089.3	1	5000	2358112	2368112	iAT2	CUT1	H3K27ac	GSM8796437	0.22254491446018218	1.0	0.07684557165950537	1.0	True	1.5340625030924422
NKX2-1	AT2	chr14	-	30708839	30709515	False	1	NM_003317.4	1	1000	30707839	30709839	iAT2	CUT1	H3K27ac	GSM8796437	1.2656499678939581	1.0	0.06866888843104244	1.0	True	4.2040780431005
NKX2-1	AT2	chr14	-	30708839	30709515	False	1	NM_003317.4	1	5000	30703839	30713839	iAT2	CUT1	H3K27ac	GSM8796437	0.8902913632430136	1.0	0.03369091723114252	1.0	True	4.723845948948584
NKX2-1	AT2	chr14	-	30709515	30709515	True	1	NM_001079668.3	1	1000	30708515	30710515	iAT2	CUT1	H3K27ac	GSM8796437	1.5216921905428171	1.0	0.08138816161081194	1.0	True	4.224713787064809
NKX2-1	AT2	chr14	-	30709515	30709515	True	1	NM_001079668.3	1	5000	30704515	30714515	iAT2	CUT1	H3K27ac	GSM8796437	0.9294853660650552	1.0	0.03611363549157977	1.0	True	4.68581658525179
ETV5	AT2	chr3	-	188924867	188924867	True	1	NM_004454.3	1	1000	188923867	188925867	iAT2	CUT1	H3K27ac	GSM8796437	1.4444139787480235	1.0	0.15520529514178633	1.0	True	3.218234603649811
ETV5	AT2	chr3	-	188924867	188924867	True	1	NM_004454.3	1	5000	188919867	188929867	iAT2	CUT1	H3K27ac	GSM8796437	0.5609931470438838	1.0	0.058925023498386145	1.0	True	3.251030813416653
SFTPB	AT2	chr2	-	85670254	85670796	False	5	NM_000542.5;NM_001367281.1;XM_005264488.5;XM_005264490.5;XM_047445415.1	1	1000	85669254	85671254	iAT2	CUT1	H3K27ac	GSM8796437	1.7049715244695545	1.0	0.12128723717853426	1.0	True	3.8132479927748193
SFTPB	AT2	chr2	-	85670254	85670796	False	5	NM_000542.5;NM_001367281.1;XM_005264488.5;XM_005264490.5;XM_047445415.1	1	5000	85665254	85675254	iAT2	CUT1	H3K27ac	GSM8796437	0.5764288903981447	1.0	0.05353448795452714	1.0	True	3.4286021364254937
SFTPB	AT2	chr2	-	85670796	85670796	True	2	NM_198843.3;XM_047445414.1	1	1000	85669796	85671796	iAT2	CUT1	H3K27ac	GSM8796437	1.7026641265153886	1.0	0.12492131972685457	1.0	True	3.768702251044649
