cohort,unit,unit_type,genotype,stage,injury,independence,seed,group,n_cells,module,kind,n_genes,total_genes,coverage,score,interpretable,label_overlap
GSE247130,7wk_control,pooled_library,control,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,32,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,399,0.9573934837092731,0.2855857329842932,True,
GSE247130,7wk_control,pooled_library,control,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,32,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.11458333333333333,True,
GSE247130,7wk_control,pooled_library,control,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,32,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,197,199,0.9899497487437185,0.11326142131979695,True,
GSE247130,7wk_control,pooled_library,control,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,32,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.06521045918367346,True,
GSE247130,7wk_control,pooled_library,control,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,32,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,196,200,0.98,0.11240433673469388,True,
GSE247130,7wk_control,pooled_library,control,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,6862,HPCS_author_top100,author_notebook_top100_marker_signature,95,100,0.95,0.07598061022565157,True,Cldn4;Slc4a11
GSE247130,7wk_control,pooled_library,control,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,6862,HPCS_excluding_operational_markers,source_signature_minus_label_genes,93,98,0.9489795918367347,0.07756759213120099,True,
GSE247130,7wk_control,pooled_library,control,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,6862,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,86,91,0.945054945054945,0.07191780821917808,True,
GSE247130,7wk_control,pooled_library,control,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,6862,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,390,398,0.9798994974874372,0.26661397962767824,True,
GSE247130,7wk_control,pooled_library,control,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,6862,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,379,398,0.9522613065326633,0.37412225487157685,True,
GSE247130,7wk_control,pooled_library,control,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,6862,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,399,0.9573934837092731,0.27109920176524177,True,
GSE247130,7wk_control,pooled_library,control,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,6862,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.03550956961041484,True,
GSE247130,7wk_control,pooled_library,control,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,6862,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,197,199,0.9899497487437185,0.102719752865409,True,
GSE247130,7wk_control,pooled_library,control,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,6862,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.06433092035998311,True,
GSE247130,7wk_control,pooled_library,control,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,6862,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,196,200,0.98,0.09983181555921698,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,81,HPCS_author_top100,author_notebook_top100_marker_signature,95,100,0.95,0.11267056530214425,True,Cldn4;Slc4a11
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,81,HPCS_excluding_operational_markers,source_signature_minus_label_genes,93,98,0.9489795918367347,0.10434090003982478,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,81,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,86,91,0.945054945054945,0.09503301751363767,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,81,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,390,398,0.9798994974874372,0.2797720797720798,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,81,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,379,398,0.9522613065326633,0.3255806378057917,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,81,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,399,0.9573934837092731,0.30020683860125397,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,81,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.09465020576131687,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,81,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,197,199,0.9899497487437185,0.11493388481544149,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,81,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.07048374905517762,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,two_marker,81,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,196,200,0.98,0.10638699924414208,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,9723,HPCS_author_top100,author_notebook_top100_marker_signature,95,100,0.95,0.07632147322951005,True,Cldn4;Slc4a11
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,9723,HPCS_excluding_operational_markers,source_signature_minus_label_genes,93,98,0.9489795918367347,0.07787764075648142,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,9723,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,86,91,0.945054945054945,0.07262448904419873,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,9723,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,390,398,0.9798994974874372,0.23955120952961123,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,9723,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,379,398,0.9522613065326633,0.3407167456758001,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,9723,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,399,0.9573934837092731,0.28138843881270353,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,9723,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.031763173231855735,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,9723,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,197,199,0.9899497487437185,0.10016440164119719,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,9723,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.06173978384936201,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",17,reference,9723,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,196,200,0.98,0.09232841547603304,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,64,HPCS_author_top100,author_notebook_top100_marker_signature,95,100,0.95,0.11546052631578947,True,Cldn4;Slc4a11
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,64,HPCS_excluding_operational_markers,source_signature_minus_label_genes,93,98,0.9489795918367347,0.10719086021505377,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,64,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,86,91,0.945054945054945,0.09647529069767442,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,64,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,390,398,0.9798994974874372,0.28565705128205127,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,64,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,379,398,0.9522613065326633,0.3294854881266491,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,64,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,399,0.9573934837092731,0.306446335078534,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,64,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.09114583333333333,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,64,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,197,199,0.9899497487437185,0.11326142131979695,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,64,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.07079081632653061,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,two_marker,64,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,196,200,0.98,0.10299744897959184,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,9740,HPCS_author_top100,author_notebook_top100_marker_signature,95,100,0.95,0.0765557116610829,True,Cldn4;Slc4a11
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,9740,HPCS_excluding_operational_markers,source_signature_minus_label_genes,93,98,0.9489795918367347,0.07810933739595063,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,9740,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,86,91,0.945054945054945,0.07276037438517739,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,9740,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,390,398,0.9798994974874372,0.23943057968725323,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,9740,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,379,398,0.9522613065326633,0.34040190060301345,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,9740,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,399,0.9573934837092731,0.28163319608243653,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,9740,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.031587953456536616,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,9740,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,197,199,0.9899497487437185,0.10039243686092206,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,9740,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,196,197,0.9949238578680203,0.061679168587352805,True,
GSE247130,7wk_Cebpa_mutant,pooled_library,Cebpa_mutant,7wk,uninjured,"pooled well, not replicated animals; new HPCS scoring, original ES1 files unchanged",29,reference,9740,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,196,200,0.98,0.09247370406067972,True,
