class_key	mouse	human
52128855	Aurka	AURKA
52138534	Aurkaip1	AURKAIP1
52125632	Aurkb	AURKB
52125631	Aurkc	AURKC
52134022	Aven	AVEN
52138076	Avil	AVIL
52138222	Avl9	AVL9
52125484	Avp	AVP
52134224	Avpi1	AVPI1
52141165	Avpr1b	AVPR1B
52125636	Avpr2	AVPR2
52135140	Axdnd1	AXDND1
52132380	Axin1	AXIN1
52125639	Axin2	AXIN2
52141168	Axl	AXL
52132611	Azi2	AZI2
52125646	Azin1	AZIN1
52125851	B2m	B2M
52137875	B3galnt2	B3GALNT2
52139161	B3galt2	B3GALT2
52135915	B3galt4	B3GALT4
52134832	B3galt5	B3GALT5
52140536	B3galt6	B3GALT6
52139364	B3gat2	B3GAT2
52141172	B3gat3	B3GAT3
52134367	B3gnt2	B3GNT2
52125653	B3gnt3	B3GNT3
52125654	B3gnt5	B3GNT5
52141174	B3gnt6	B3GNT6
52126453	B3gnt7	B3GNT7
52135357	B3gnt8	B3GNT8
52134972	B3gnt9	B3GNT9
52135220	B4galnt1	B4GALNT1
52125656	B4galnt2	B4GALNT2
52128467	B4galnt3	B4GALNT3
52140474	B4galnt4	B4GALNT4
52137805	B4galt1	B4GALT1
52140608	B4galt3	B4GALT3
52130374	B4galt4	B4GALT4
52140083	B4galt5	B4GALT5
52130548	B4galt6	B4GALT6
52137752	B4galt7	B4GALT7
52131437	B9d1	B9D1
52139531	B9d2	B9D2
52125188	Baat	BAAT
52137423	Babam1	BABAM1
52139226	Bace1	BACE1
52125660	Bace2	BACE2
52125661	Bach1	BACH1
52125662	Bach2	BACH2
52125664	Bad	BAD
52131801	Bag1	BAG1
52138997	Bag2	BAG2
52137409	Bag3	BAG3
52129693	Bag4	BAG4
52137968	Bag5	BAG5
52125690	Bag6	BAG6
52125671	Bahcc1	BAHCC1
52140690	Bahd1	BAHD1
52137319	Baiap2	BAIAP2
52125676	Baiap2l1	BAIAP2L1
52125677	Baiap2l2	BAIAP2L2
52139654	Baiap3	BAIAP3
52141175	Bak1	BAK1
52125680	Bambi	BAMBI
52128324	Banf1	BANF1
52141176	Banf2	BANF2
52141177	Bank1	BANK1
52137815	Banp	BANP
52135595	Bap1	BAP1
52134339	Bard1	BARD1
52137771	Barx1	BARX1
52134914	Barx2	BARX2
52134402	Basp1	BASP1
52134044	Batf	BATF
52141178	Batf2	BATF2
52133986	Batf3	BATF3
52125694	Bax	BAX
52129934	Baz1a	BAZ1A
52129982	Baz1b	BAZ1B
52137498	Baz2a	BAZ2A
52138503	Baz2b	BAZ2B
52133243	Bbc3	BBC3
52125699	Bbip1	BBIP1
52137252	Bbox1	BBOX1
52131719	Bbs1	BBS1
52135547	Bbs10	BBS10
52140170	Bbs12	BBS12
52129078	Bbs2	BBS2
52138112	Bbs4	BBS4
52138853	Bbs5	BBS5
52131117	Bbs7	BBS7
52140339	Bbs9	BBS9
52141179	Bbx	BBX
52132309	Bcam	BCAM
52135323	Bcap29	BCAP29
52133725	Bcap31	BCAP31
52129314	Bcar1	BCAR1
52140295	Bcar3	BCAR3
52141180	Bcas1	BCAS1
52126295	Bcas2	BCAS2
52138934	Bcas3	BCAS3
52128861	Bcat2	BCAT2
52132527	Bccip	BCCIP
52135353	Bcdin3d	BCDIN3D
52141181	Bche	BCHE
52137122	Bckdha	BCKDHA
52138379	Bckdhb	BCKDHB
52126241	Bckdk	BCKDK
52140451	Bcl10	BCL10
52125713	Bcl11a	BCL11A
52125714	Bcl11b	BCL11B
52125715	Bcl2	BCL2
52125716	Bcl2l1	BCL2L1
52125755	Bcl2l11	BCL2L11
52134859	Bcl2l12	BCL2L12
52134476	Bcl2l13	BCL2L13
52139986	Bcl2l14	BCL2L14
52141186	Bcl2l15	BCL2L15
52141187	Bcl2l2	BCL2L2
52140098	Bcl3	BCL3
52125717	Bcl6	BCL6
52140716	Bcl6b	BCL6B
52126471	Bcl7a	BCL7A
52125718	Bcl7b	BCL7B
52141188	Bcl7c	BCL7C
52134807	Bcl9	BCL9
52125719	Bcl9l	BCL9L
52141189	Bclaf1	BCLAF1
52125711	Bco2	BCO2
52139813	Bcor	BCOR
52139650	Bcorl1	BCORL1
52135755	Bcr	BCR
52138780	Bcs1l	BCS1L
52138474	Bdh1	BDH1
52137732	Bdh2	BDH2
52139743	Bdnf	BDNF
52131997	Bdp1	BDP1
52139102	Becn1	BECN1
52134336	Bend3	BEND3
52141190	Bend4	BEND4
52135839	Bend5	BEND5
52134401	Bend7	BEND7
52133782	Best1	BEST1
52134584	Bet1	BET1
52137397	Bet1l	BET1L
52141197	Bfar	BFAR
52141198	Bfsp1	BFSP1
52137636	Bfsp2	BFSP2
52125744	Bhlhe40	BHLHE40
52130964	Bhmt	BHMT
52125750	Bicc1	BICC1
52133953	Bicd1	BICD1
52125751	Bicd2	BICD2
52125752	Bid	BID
52141200	Bik	BIK
52125756	Bin1	BIN1
52125757	Bin2	BIN2
52129302	Bin3	BIN3
52125764	Birc2	BIRC2
52125763	Birc3	BIRC3
52136118	Birc5	BIRC5
52140428	Birc6	BIRC6
52139754	Bivm	BIVM
52125706	Blcap	BLCAP
52125773	Blk	BLK
52140175	Blm	BLM
52136757	Blmh	BLMH
52139907	Blnk	BLNK
52134970	Bloc1s1	BLOC1S1
52137821	Bloc1s2	BLOC1S2
52131003	Bloc1s3	BLOC1S3
52127095	Bloc1s4	BLOC1S4
52129449	Bloc1s5	BLOC1S5
52133117	Bloc1s6	BLOC1S6
52138129	Blvra	BLVRA
52126116	Blvrb	BLVRB
52129760	Blzf1	BLZF1
52133883	Bmf	BMF
52130477	Bmp1	BMP1
52125782	Bmp2	BMP2
52137514	Bmp2k	BMP2K
52137346	Bmp3	BMP3
52125784	Bmp4	BMP4
52125786	Bmp7	BMP7
52141203	Bmp8b	BMP8B
52125347	Bmpr1a	BMPR1A
52140164	Bmpr2	BMPR2
52125789	Bms1	BMS1
52141204	Bmx	BMX
52134867	Bnip1	BNIP1
52141205	Bnip2	BNIP2
52130177	Bnip3	BNIP3
52125792	Bnip3l	BNIP3L
52135709	Bnipl	BNIPL
52128410	Boc	BOC
52140632	Bod1l	BOD1L1
52125796	Bok	BOK
52137477	Bola1	BOLA1
52137411	Bola3	BOLA3
52141207	Boll	BOLL
52131066	Bop1	BOP1
52137502	Bora	BORA
52139433	Bpgm	BPGM
52140916	Bphl	BPHL
52141221	Bpnt1	BPNT1
52129397	Bptf	BPTF
52139917	Braf	BRAF
52139575	Brap	BRAP
52138075	Brat1	BRAT1
52141222	Brca1	BRCA1
52128669	Brca2	BRCA2
52125807	Brd1	BRD1
52125808	Brd2	BRD2
52128444	Brd3	BRD3
52128782	Brd4	BRD4
52137094	Brd7	BRD7
52125809	Brd8	BRD8
52140048	Brd9	BRD9
52129901	Brdt	BRDT
52125812	Brf1	BRF1
52134597	Brf2	BRF2
52129371	Bri3	BRI3
52128426	Bri3bp	BRI3BP
52131584	Bricd5	BRICD5
52128670	Brip1	BRIP1
52141225	Brix1	BRIX1
52139332	Brk1	BRK1
52136006	Brms1	BRMS1
52125814	Brms1l	BRMS1L
52134009	Brox	BROX
52138707	Brpf1	BRPF1
52125826	Brpf3	BRPF3
52134551	Brsk1	BRSK1
52139648	Brsk2	BRSK2
52131645	Brwd1	BRWD1
52135392	Brwd3	BRWD3
52137800	Bscl2	BSCL2
52128910	Bsdc1	BSDC1
52125052	Bsg	BSG
52125833	Bsn	BSN
52135138	Bspry	BSPRY
52141229	Bst1	BST1
52141230	Bst2	BST2
52136226	Btaf1	BTAF1
52141231	Btbd1	BTBD1
52131071	Btbd10	BTBD10
52140482	Btbd16	BTBD16
52134759	Btbd17	BTBD17
52141233	Btbd19	BTBD19
52125836	Btbd2	BTBD2
52125837	Btbd3	BTBD3
52125838	Btbd6	BTBD6
52135872	Btbd7	BTBD7
52131940	Btbd8	BTBD8
52137113	Btbd9	BTBD9
52138163	Btc	BTC
52138178	Btd	BTD
52136738	Btf3	BTF3
52139095	Btf3l4	BTF3L4
52125840	Btg1	BTG1
52125841	Btg2	BTG2
52126643	Btg3	BTG3
52141234	Btk	BTK
52140049	Btla	BTLA
52138619	Btn1a1	BTN1A1
52141236	Btnl2	BTNL2
52138618	Btnl9	BTNL9
52141237	Btrc	BTRC
52133763	Bub1	BUB1
52129860	Bub1b	BUB1B
52137488	Bub3	BUB3
52129978	Bud13	BUD13
52130513	Bud31	BUD31
52138944	Bysl	BYSL
52125859	Bzw1	BZW1
52133568	Bzw2	BZW2
52141240	9430038I01Rik	C10orf143
52129451	2310057M21Rik	C10orf88
52140867	BC051019	C11orf16
52128434	1810055G02Rik	C11orf24
52141242	Gm5901	C11orf42
52138630	2310030G06Rik	C11orf52
52139823	1110004F10Rik	C11orf58
52140221	4930550C14Rik	C11orf65
52137628	AI837181	C11orf68
52141243	Gm5617	C11orf71
52141245	A930018P22Rik	C11orf91
52140840	Gm13889	C11orf96
52140901	1810009A15Rik	C11orf98
52127294	2210016L21Rik	C12orf43
52140176	D930020B18Rik	C12orf56
52129205	Grcc10	C12orf57
52141250	BC049715	C12orf60
52139944	1500009L16Rik	C12orf75
52136004	1700123O20Rik	C14orf119
52141257	4931414P19Rik	C14orf93
52134709	3110040N11Rik	C15orf40
52140139	2300009A05Rik	C15orf61
52141258	Gm14137	C15orf62
52140179	1700030J22Rik	C16orf46
52141259	AI467606	C16orf54
52141270	1810010H24Rik	C17orf58
52137293	5730455P16Rik	C17orf75
52141271	Gm11437	C17orf78
52141273	BC031181	C18orf32
52140096	4930503L19Rik	C18orf54
52125884	1600014C10Rik	C19orf12
52130633	2310011J03Rik	C19orf25
52141275	2200002D01Rik	C19orf33
52141276	AB124611	C19orf38
52131292	1700030K09Rik	C19orf44
52130336	2310022A10Rik	C19orf47
52140040	D8Ertd738e	C19orf53
52140115	1700067K01Rik	C19orf67
52141278	1700008O03Rik	C19orf81
52137587	C1d	C1D
52125886	C1galt1	C1GALT1
52129540	C1galt1c1	C1GALT1C1
52137650	C1qa	C1QA
52139341	C1qb	C1QB
52128408	C1qbp	C1QBP
52137614	C1qc	C1QC
52137915	C1qtnf1	C1QTNF1
52125898	C1qtnf4	C1QTNF4
52125895	C1qtnf6	C1QTNF6
52141299	C1rl	C1RL
52129740	C130074G19Rik	C1orf115
52140125	AA986860	C1orf116
52141283	1110065P20Rik	C1orf122
52140329	1700028K03Rik	C1orf146
52131613	9430015G10Rik	C1orf159
52141285	I830077J02Rik	C1orf162
52138340	A430005L14Rik	C1orf174
52128416	2310022B05Rik	C1orf198
52137143	1700025G04Rik	C1orf21
52140825	2610528J11Rik	C1orf210
52141287	5730409E04Rik	C1orf216
52141288	Gm7694	C1orf226
52139815	2310033P09Rik	C1orf35
52135292	AU022252	C1orf50
52139216	2410004B18Rik	C1orf52
52139955	2310009B15Rik	C1orf53
52141290	BC028528	C1orf54
52139984	A130010J15Rik	C1orf74
52141300	C2	C2
52139992	D16Ertd472e	C21orf91
52140663	1700088E04Rik	C22orf23
52140344	2510002D24Rik	C22orf39
52141309	C2cd2	C2CD2
52136312	C2cd2l	C2CD2L
52134001	C2cd3	C2CD3
52125911	C2cd4a	C2CD4A
52125912	C2cd4b	C2CD4B
52141310	C2cd4c	C2CD4C
52125910	C2cd4d	C2CD4D
52130152	C2cd5	C2CD5
52140072	C87436	C2orf42
52140071	0610030E20Rik	C2orf68
52125937	1700066M21Rik	C2orf69
52141312	2810459M11Rik	C2orf72
52139921	3110009E18Rik	C2orf76
52141319	D630023F18Rik	C2orf80
52125917	C3	C3
52140838	6430571L13Rik	C3orf18
52140343	4930453N24Rik	C3orf38
52141325	Gm11100	C3orf49
52141326	BC016579	C3orf52
52141327	1700102P08Rik	C3orf62
52125921	2510009E07Rik	C3orf70
52141328	1110032F04Rik	C3orf80
52125923	D3Ertd751e	C4orf33
52141333	1700016H13Rik	C4orf36
52141334	4930579G24Rik	C4orf46
52140662	9530068E07Rik	C5orf15
52139814	6030458C11Rik	C5orf22
52139822	B230219D22Rik	C5orf24
52135824	4833420G17Rik	C5orf34
52131913	C330018D20Rik	C5orf63
52141343	1700010I14Rik	C6orf118
52139820	1600012H06Rik	C6orf120
52141344	AI661453	C6orf132
52129698	2310061I04Rik	C6orf136
52141345	9130008F23Rik	C6orf141
52141348	D17H6S53E	C6orf47
52136876	BC005537	C6orf62
52140142	BC004004	C6orf89
52128358	AW209491	C7orf25
52141349	Gm11992	C7orf57
52139259	C8g	C8G
52139980	1110038F14Rik	C8orf33
52141351	9930012K11Rik	C8orf58
52141352	Gm11837	C8orf88
52141355	D630039A03Rik	C9orf152
52141357	D030056L22Rik	C9orf40
52141358	4933430I17Rik	C9orf43
52141359	1700001O22Rik	C9orf50
52139931	BC005624	C9orf78
52139918	1110059E24Rik	C9orf85
52141362	Caap1	CAAP1
52132513	Cab39	CAB39
52129507	Cab39l	CAB39L
52129072	Cabin1	CABIN1
52135544	Cables1	CABLES1
52135260	Cables2	CABLES2
52125950	Cabp1	CABP1
52125952	Cabp7	CABP7
52134843	Cacfd1	CACFD1
52140503	Cachd1	CACHD1
52125954	Cacna1a	CACNA1A
52125955	Cacna1b	CACNA1B
52127073	Cacna1c	CACNA1C
52125956	Cacna1d	CACNA1D
52133468	Cacna1h	CACNA1H
52125959	Cacna1s	CACNA1S
52134537	Cacna2d1	CACNA2D1
52125960	Cacna2d2	CACNA2D2
52127476	Cacnb1	CACNB1
52125947	Cacnb2	CACNB2
52125948	Cacnb3	CACNB3
52125949	Cacnb4	CACNB4
52125965	Cacng4	CACNG4
52134620	Cactin	CACTIN
52140908	Cacul1	CACUL1
52139169	Cacybp	CACYBP
52126407	Cad	CAD
52133590	Cadm1	CADM1
52137527	Cadm4	CADM4
52125971	Cadps	CADPS
52127157	Cadps2	CADPS2
52141365	Cage1	CAGE1
52130191	Calb1	CALB1
52125977	Calcb	CALCB
52125979	Calcoco1	CALCOCO1
52125980	Calcrl	CALCRL
52125967	Cald1	CALD1
52125982	Calhm2	CALHM2
52125986	Calm1	CALM1
52125985	Calm2	CALM2
52125987	Calm3	CALM3
52125988	Calml4	CALML4
52125989	Calr	CALR
52125991	Calu	CALU
52135143	Camk1	CAMK1
52126003	Camk1d	CAMK1D
52126005	Camk2a	CAMK2A
52126006	Camk2b	CAMK2B
52126007	Camk2d	CAMK2D
52126008	Camk2g	CAMK2G
52126009	Camk2n1	CAMK2N1
52126010	Camk2n2	CAMK2N2
52137271	Camk4	CAMK4
52126011	Camkk1	CAMKK1
52141373	Camkk2	CAMKK2
52134043	Camkmt	CAMKMT
52125033	Camkv	CAMKV
52139228	Caml	CAMLG
52141374	Camp	CAMP
52126014	Camsap1	CAMSAP1
52126015	Camsap2	CAMSAP2
52135294	Camsap3	CAMSAP3
52126016	Camta1	CAMTA1
52133822	Camta2	CAMTA2
52129061	Cand1	CAND1
52134555	Cand2	CAND2
52126018	Cant1	CANT1
52137154	Canx	CANX
52130314	Cap1	CAP1
52137918	Cap2	CAP2
52126021	Capg	CAPG
52126023	Capn1	CAPN1
52134848	Capn10	CAPN10
52126022	Capn11	CAPN11
52134082	Capn12	CAPN12
52140043	Capn13	CAPN13
52139681	Capn15	CAPN15
52131454	Capn2	CAPN2
52126024	Capn3	CAPN3
52135115	Capn5	CAPN5
52140639	Capn7	CAPN7
52130957	Capn8	CAPN8
52126454	Capn9	CAPN9
52126026	Capns1	CAPNS1
52126028	Caprin1	CAPRIN1
52125891	Caprin2	CAPRIN2
52137737	Capsl	CAPSL
52126030	Capza1	CAPZA1
52126032	Capza2	CAPZA2
52137332	Capzb	CAPZB
52140802	Card10	CARD10
52140450	Card11	CARD11
52140361	Card14	CARD14
52141377	Card6	CARD6
52135243	Card9	CARD9
52125375	Carf	CARF
52136971	Carhsp1	CARHSP1
52133198	Carm1	CARM1
52141379	Carns1	CARNS1
52129828	Cars2	CARS2
52126057	Cartpt	CARTPT
52139808	Casc3	CASC3
52134974	Casd1	CASD1
52126061	Cask	CASK
52135566	Caskin1	CASKIN1
52126062	Caskin2	CASKIN2
52126064	Casp1	CASP1
52139780	Casp2	CASP2
52126066	Casp3	CASP3
52126067	Casp6	CASP6
52126068	Casp7	CASP7
52126069	Casp8	CASP8
52129574	Casp8ap2	CASP8AP2
52131535	Casp9	CASP9
52133499	Cast	CAST
52133541	Casz1	CASZ1
52128984	Cat	CAT
52141383	Catsper2	CATSPER2
52141384	Catsper3	CATSPER3
52141385	Catsper4	CATSPER4
52141387	Catsperd	CATSPERD
52137062	Cav2	CAV2
52132561	Cbfa2t2	CBFA2T2
52128302	Cbfa2t3	CBFA2T3
52136467	Cbfb	CBFB
52137110	Cbl	CBL
52141396	Cblb	CBLB
52134148	Cblc	CBLC
52141399	Cbln3	CBLN3
52139782	Cbr3	CBR3
52131451	Cbr4	CBR4
52126396	Cbs	CBS
52126701	Cbx1	CBX1
52133007	Cbx2	CBX2
52126702	Cbx3	CBX3
52131479	Cbx4	CBX4
52129550	Cbx5	CBX5
52134568	Cbx6	CBX6
52137688	Cbx7	CBX7
52126703	Cbx8	CBX8
52129786	Cby1	CBY1
52129785	Cby3	CBY3
52140611	Cc2d1a	CC2D1A
52128999	Cc2d1b	CC2D1B
52129208	Cc2d2a	CC2D2A
52130960	Ccar1	CCAR1
52135441	Ccar2	CCAR2
52130453	Ccbe1	CCBE1
52134985	Ccdc102a	CCDC102A
52141402	Ccdc107	CCDC107
52141404	Ccdc112	CCDC112
52141405	Ccdc116	CCDC116
52128932	Ccdc117	CCDC117
52137459	Ccdc12	CCDC12
52126719	Ccdc120	CCDC120
52141410	Ccdc122	CCDC122
52137254	Ccdc124	CCDC124
52134374	Ccdc125	CCDC125
52134059	Ccdc126	CCDC126
52126721	Ccdc127	CCDC127
52135129	Ccdc134	CCDC134
52134799	Ccdc136	CCDC136
52129077	Ccdc137	CCDC137
52141411	Ccdc138	CCDC138
52134057	Ccdc14	CCDC14
52135830	Ccdc141	CCDC141
52128335	Ccdc142	CCDC142
52134606	Ccdc146	CCDC146
52141413	Ccdc148	CCDC148
52126726	Ccdc149	CCDC149
52136440	Ccdc15	CCDC15
52135693	Ccdc150	CCDC150
52133700	Ccdc157	CCDC157
52141416	Ccdc158	CCDC158
52141417	Ccdc159	CCDC159
52141418	Ccdc160	CCDC160
52141420	Ccdc163	CCDC163
52134371	Ccdc167	CCDC167
52134842	Ccdc169	CCDC169
52140694	Ccdc17	CCDC17
52133865	Ccdc171	CCDC171
52137944	Ccdc174	CCDC174
52130640	Ccdc175	CCDC175
52129686	Ccdc18	CCDC18
52134441	Ccdc181	CCDC181
52137953	Ccdc22	CCDC22
52137006	Ccdc24	CCDC24
52138992	Ccdc25	CCDC25
52137161	Ccdc28a	CCDC28A
52132462	Ccdc28b	CCDC28B
52126734	Ccdc3	CCDC3
52139612	Ccdc30	CCDC30
52134360	Ccdc32	CCDC32
52140523	Ccdc33	CCDC33
52138169	Ccdc34	CCDC34
52141438	Ccdc38	CCDC38
52140605	Ccdc39	CCDC39
52131823	Ccdc40	CCDC40
52126737	Ccdc42	CCDC42
52139060	Ccdc43	CCDC43
52139409	Ccdc47	CCDC47
52126740	Ccdc50	CCDC50
52131592	Ccdc51	CCDC51
52139726	Ccdc57	CCDC57
52135335	Ccdc59	CCDC59
52126746	Ccdc6	CCDC6
52138148	Ccdc61	CCDC61
52130906	Ccdc62	CCDC62
52140580	Ccdc66	CCDC66
52141441	Ccdc68	CCDC68
52140707	Ccdc69	CCDC69
52129953	Ccdc71	CCDC71
52141445	Ccdc71l	CCDC71L
52135338	Ccdc73	CCDC73
52137969	Ccdc77	CCDC77
52140030	Ccdc78	CCDC78
52129862	Ccdc82	CCDC82
52140811	Ccdc83	CCDC83
52133530	Ccdc85b	CCDC85B
52126754	Ccdc85c	CCDC85C
52131929	Ccdc86	CCDC86
52140488	Ccdc88a	CCDC88A
52138623	Ccdc88b	CCDC88B
52137380	Ccdc88c	CCDC88C
52140261	Ccdc89	CCDC89
52131348	Ccdc9	CCDC9
52135978	Ccdc90b	CCDC90B
52141449	Ccdc91	CCDC91
52138011	Ccdc92	CCDC92
52138064	Ccdc93	CCDC93
52134354	Ccdc97	CCDC97
52141453	Cchcr1	CCHCR1
52126757	Cck	CCK
52140682	Cckar	CCKAR
52141458	Ccl17	CCL17
52126760	Ccl20	CCL20
52141459	Ccl22	CCL22
52126777	Ccl28	CCL28
52126767	Ccl5	CCL5
52132466	Ccm2	CCM2
52129670	Ccna1	CCNA1
52126506	Ccna2	CCNA2
52126262	Ccnb1	CCNB1
52133447	Ccnb2	CCNB2
52130041	Ccnc	CCNC
52126183	Ccnd1	CCND1
52126784	Ccnd2	CCND2
52137582	Ccnd3	CCND3
52130652	Ccndbp1	CCNDBP1
52126785	Ccne1	CCNE1
52126186	Ccne2	CCNE2
52126397	Ccnf	CCNF
52126159	Ccng1	CCNG1
52126393	Ccng2	CCNG2
52137971	Ccnh	CCNH
52131333	Ccni	CCNI
52140491	Ccnj	CCNJ
52126452	Ccnjl	CCNJL
52129793	Ccnk	CCNK
52126786	Ccnl1	CCNL1
52141463	Ccnl2	CCNL2
52129990	Ccnt1	CCNT1
52126787	Ccnt2	CCNT2
52135200	Ccny	CCNY
52134778	Ccp110	CCP110
52137531	Ccpg1	CCPG1
52139363	Ccr10	CCR10
52126797	Ccr2	CCR2
52126795	Ccr5	CCR5
52133713	Ccr6	CCR6
52126800	Ccr9	CCR9
52141465	Ccrl2	CCRL2
52137890	Ccs	CCS
52127237	Ccsap	CCSAP
52135629	Ccser1	CCSER1
52126804	Ccser2	CCSER2
52126918	Cct2	CCT2
52126919	Cct3	CCT3
52139006	Cct4	CCT4
52136241	Cct5	CCT5
52128493	Cct6b	CCT6B
52126920	Cct7	CCT7
52141466	Cct8	CCT8
52141468	Cd101	CD101
52141469	Cd14	CD14
52137565	Cd151	CD151
52141470	Cd160	CD160
52128160	Cd164	CD164
52134245	Cd164l2	CD164L2
52133382	Cd180	CD180
52141474	Cd19	CD19
52136235	Cd2	CD2
52139973	Cd200	CD200
52140060	Cd22	CD22
52141477	Cd24a	CD24
52126823	Cd247	CD247
52141479	Cd27	CD27
52140342	Cd274	CD274
52133587	Cd276	CD276
52140511	Cd28	CD28
52126818	Cd2ap	CD2AP
52138774	Cd2bp2	CD2BP2
52141480	Cd300a	CD300A
52141490	Cd300lf	CD300LF
52140641	Cd302	CD302
52141491	Cd320	CD320
52141492	Siglech	CD33
52141493	Cd34	CD34
52126817	Cd36	CD36
52138537	Cd37	CD37
52141494	Cd38	CD38
52141495	Cd3d	CD3D
52141496	Cd3e	CD3E
52141497	Cd3g	CD3G
52126824	Cd4	CD4
52134434	Cd40	CD40
52126826	Cd44	CD44
52139940	Cd46	CD46
52141498	Cd47	CD47
52140860	Cd48	CD48
52141499	Cd5	CD5
52141500	Cd52	CD52
52139819	Cd53	CD53
52126811	Cd63	CD63
52141503	Cd68	CD68
52140593	Cd69	CD69
52133599	Cd7	CD7
52141505	Cd72	CD72
52126831	Cd74	CD74
52134719	Cd79a	CD79A
52134764	Cd79b	CD79B
52126832	Cd81	CD81
52126833	Cd82	CD82
52134007	Cd83	CD83
52141507	Cd84	CD84
52141508	Cd86	CD86
52138052	Cd8a	CD8A
52141509	Cd9	CD9
52140432	Cd96	CD96
52126666	Cd99l2	CD99L2
52126836	Cda	CDA
52137506	Cdadc1	CDADC1
52135689	Cdan1	CDAN1
52125865	Cdc123	CDC123
52126838	Cdc14a	CDC14A
52136588	Cdc16	CDC16
52137173	Cdc20	CDC20
52138754	Cdc23	CDC23
52141512	Cdc25a	CDC25A
52141513	Cdc25b	CDC25B
52141514	Cdc25c	CDC25C
52130727	Cdc26	CDC26
52136865	Cdc27	CDC27
52138781	Cdc37	CDC37
52131624	Cdc37l1	CDC37L1
52139329	Cdc40	CDC40
52126844	Cdc42	CDC42
52129100	Cdc42bpa	CDC42BPA
52135924	Cdc42bpb	CDC42BPB
52141515	Cdc42bpg	CDC42BPG
52133787	Cdc42ep1	CDC42EP1
52137598	Cdc42ep2	CDC42EP2
52139554	Cdc42ep3	CDC42EP3
52126846	Cdc42ep4	CDC42EP4
52136084	Cdc42se1	CDC42SE1
52138574	Cdc42se2	CDC42SE2
52126847	Cdc45	CDC45
52131732	Cdc6	CDC6
52131582	Cdc7	CDC7
52141524	Cdca2	CDCA2
52133467	Cdca3	CDCA3
52129063	Cdca4	CDCA4
52128775	Cdca5	CDCA5
52126849	Cdca7	CDCA7
52126850	Cdca7l	CDCA7L
52126348	Cdca8	CDCA8
52137916	Cdcp1	CDCP1
52128068	Cdh1	CDH1
52133904	Cdh13	CDH13
52126634	Cdh17	CDH17
52141525	Cdh20	CDH20
52141527	Cdh24	CDH24
52126855	Cdh26	CDH26
52125970	Cdh5	CDH5
52126852	Cdh9	CDH9
52141530	Cdhr2	CDHR2
52141531	Cdhr3	CDHR3
52141532	Cdhr4	CDHR4
52134638	Cdhr5	CDHR5
52138508	Cdip1	CDIP1
52132273	Cdipt	CDIPT
52126839	Cdk1	CDK1
52137713	Cdk10	CDK10
52134949	Cdk12	CDK12
52126841	Cdk13	CDK13
52138571	Cdk14	CDK14
52133060	Cdk15	CDK15
52129348	Cdk16	CDK16
52133022	Cdk17	CDK17
52135126	Cdk18	CDK18
52126842	Cdk19	CDK19
52136648	Cdk2	CDK2
52126801	Cdk20	CDK20
52141534	Cdk2ap1	CDK2AP1
52139420	Cdk2ap2	CDK2AP2
52138245	Cdk4	CDK4
52137499	Cdk5	CDK5
52126859	Cdk5r1	CDK5R1
52126860	Cdk5r2	CDK5R2
52138449	Cdk5rap1	CDK5RAP1
52126885	Cdk5rap2	CDK5RAP2
52126865	Cdk5rap3	CDK5RAP3
52134456	Cdk6	CDK6
52139288	Cdk7	CDK7
52137344	Cdk8	CDK8
52136785	Cdk9	CDK9
52139013	Cdkal1	CDKAL1
52137444	Cdkl1	CDKL1
52141537	Cdkl2	CDKL2
52141538	Cdkl3	CDKL3
52141539	Cdkl4	CDKL4
52138653	Cdkl5	CDKL5
52127020	Cdkn1a	CDKN1A
52126861	Cdkn1b	CDKN1B
52126663	Cdkn1c	CDKN1C
52126864	Cdkn2a	CDKN2A
52126050	Cdkn2aip	CDKN2AIP
52134126	Cdkn2c	CDKN2C
52140578	Cdkn2d	CDKN2D
52140045	Cdkn3	CDKN3
52138412	Cdnf	CDNF
52139118	Cdo1	CDO1
52126431	Cdon	CDON
52134479	Cdpf1	CDPF1
52133775	Cdr2	CDR2
52130208	Cdr2l	CDR2L
52134133	Cds1	CDS1
52139051	Cds2	CDS2
52129430	Cdt1	CDT1
52129420	Cdv3	CDV3
52126075	Cdx1	CDX1
52135641	Cdyl	CDYL
52141542	Cdyl2	CDYL2
52141544	Ceacam1	CEACAM1
52140510	Ceacam16	CEACAM16
52128386	Ceacam20	CEACAM20
52126115	Cebpa	CEBPA
52126353	Cebpb	CEBPB
52126872	Cebpg	CEBPG
52137208	Cebpz	CEBPZ
52134605	Cecr2	CECR2
52128971	Cela1	CELA1
52125829	Celf1	CELF1
52126635	Celf2	CELF2
52126876	Celf3	CELF3
52139539	Celf4	CELF4
52125830	Celf5	CELF5
52135282	Celf6	CELF6
52126879	Celsr1	CELSR1
52126880	Celsr2	CELSR2
52140127	Celsr3	CELSR3
52141552	Cend1	CEND1
52141553	Cenpa	CENPA
52141554	Cenpb	CENPB
52141555	Cenpc1	CENPC
52136973	Cenpe	CENPE
52131640	Cenpf	CENPF
52135183	Cenph	CENPH
52141556	Cenpi	CENPI
52135157	Cenpk	CENPK
52127482	Cenpl	CENPL
52137995	Cenpm	CENPM
52131073	Cenpn	CENPN
52138529	Cenpo	CENPO
52129096	Cenpp	CENPP
52140923	Cenpq	CENPQ
52129408	Cenpt	CENPT
52133215	Cenpv	CENPV
