module,mouse_symbol,human_symbol,mapped
Han_ISR_source_symbols,Shmt2,SHMT2,True
Han_ISR_source_symbols,Pycr1,PYCR1,True
Han_ISR_source_symbols,Ero1l,,False
Han_ISR_source_symbols,Lonp1,LONP1,True
Han_ISR_source_symbols,Eif2s2,EIF2S2,True
Han_ISR_source_symbols,Mars,,False
Han_ISR_source_symbols,Xpot,XPOT,True
Han_ISR_source_symbols,Angptl6,ANGPTL6,True
Han_ISR_source_symbols,Leprotl1,LEPROTL1,True
Han_ISR_source_symbols,Ghitm,GHITM,True
Han_ISR_source_symbols,Hspa9,HSPA9,True
Han_ISR_source_symbols,Nfe2l1,NFE2L1,True
Han_ISR_source_symbols,Otub2,OTUB2,True
Han_ISR_source_symbols,Got1,GOT1,True
Han_ISR_source_symbols,Gdf15,GDF15,True
Han_ISR_source_symbols,Slc25a33,SLC25A33,True
Han_ISR_source_symbols,Ifrd1,IFRD1,True
Han_ISR_source_symbols,Gtpbp2,GTPBP2,True
Han_ISR_source_symbols,Soat2,SOAT2,True
Han_ISR_source_symbols,Nfil3,NFIL3,True
Han_ISR_source_symbols,Siah2,SIAH2,True
Han_ISR_source_symbols,Crls1,CRLS1,True
Han_ISR_source_symbols,Krtcap2,KRTCAP2,True
Han_ISR_source_symbols,Uhrf1bp1,,False
Han_ISR_source_symbols,Glce,GLCE,True
Han_ISR_source_symbols,Arhgef2,ARHGEF2,True
Han_ISR_source_symbols,Cebpb,CEBPB,True
Han_ISR_source_symbols,Fam129a,,False
Han_ISR_source_symbols,Ubr2,UBR2,True
Han_ISR_source_symbols,Nop14,NOP14,True
Han_ISR_source_symbols,Derl1,DERL1,True
Han_ISR_source_symbols,Slc7a3,SLC7A3,True
Han_ISR_source_symbols,Ciart,CIART,True
Han_ISR_source_symbols,Pvr,PVR,True
Han_ISR_source_symbols,Vegfa,VEGFA,True
Han_ISR_source_symbols,Mthfd1l,MTHFD1L,True
Han_ISR_source_symbols,Clic4,CLIC4,True
Han_ISR_source_symbols,Scpep1,SCPEP1,True
Han_ISR_source_symbols,Rars,,False
Han_ISR_source_symbols,Mtbp,MTBP,True
Han_ISR_source_symbols,Pfkp,PFKP,True
Han_ISR_source_symbols,Tcea1,TCEA1,True
Han_ISR_source_symbols,Gnpnat1,GNPNAT1,True
Han_ISR_source_symbols,Car6,CA6,True
Han_ISR_source_symbols,Cln8,CLN8,True
Han_ISR_source_symbols,Mdfic,MDFIC,True
Han_ISR_source_symbols,Tbc1d31,TBC1D31,True
Han_ISR_source_symbols,Tgif1,TGIF1,True
Han_ISR_source_symbols,Paqr3,PAQR3,True
Han_ISR_source_symbols,Ddit4,DDIT4,True
Han_ISR_source_symbols,Steap1,,False
Han_ISR_source_symbols,Adm2,ADM2,True
Han_ISR_source_symbols,Fads3,FADS3,True
Han_ISR_source_symbols,Atf4,ATF4,True
Han_ISR_source_symbols,Bex2,,False
Han_ISR_source_symbols,Btg1,,False
Han_ISR_source_symbols,Cars,,False
Han_ISR_source_symbols,Cbs,,False
Han_ISR_source_symbols,Ccnb1ip1,CCNB1IP1,True
Han_ISR_source_symbols,Ccpg1,CCPG1,True
Han_ISR_source_symbols,Cebpg,CEBPG,True
Han_ISR_source_symbols,Cyb5r2,CYB5R2,True
Han_ISR_source_symbols,Eif1,EIF1,True
Han_ISR_source_symbols,Eif1b,EIF1B,True
Han_ISR_source_symbols,Epb41l4a,EPB41L4A,True
Han_ISR_source_symbols,Fam89a,FAM89A,True
Han_ISR_source_symbols,Fgf21,FGF21,True
Han_ISR_source_symbols,Hoxb9,HOXB9,True
Han_ISR_source_symbols,Idh1,IDH1,True
Han_ISR_source_symbols,Lmo4,LMO4,True
Han_ISR_source_symbols,Map1b,MAP1B,True
Han_ISR_source_symbols,Map3k8,MAP3K8,True
Han_ISR_source_symbols,Moxd1,MOXD1,True
Han_ISR_source_symbols,Oxld1,OXLD1,True
Han_ISR_source_symbols,Pim1,PIM1,True
Han_ISR_source_symbols,Plpp4,PLPP4,True
Han_ISR_source_symbols,Psat1,PSAT1,True
Han_ISR_source_symbols,Rgs16,RGS16,True
Han_ISR_source_symbols,Slc24a4,SLC24A4,True
Han_ISR_source_symbols,Slc7a1,SLC7A1,True
Han_ISR_source_symbols,Snhg8,,False
Han_ISR_source_symbols,Socs2,SOCS2,True
Han_ISR_source_symbols,St6galnac1,ST6GALNAC1,True
Han_ISR_source_symbols,Tsc22d3,TSC22D3,True
Han_ISR_source_symbols,Wars,,False
Han_ISR_source_symbols,Ydjc,YDJC,True
Han_ISR_source_symbols,Znfx1,ZNFX1,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Trib3,TRIB3,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Mthfd2,MTHFD2,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Slc7a5,SLC7A5,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Eif4ebp1,EIF4EBP1,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Atf5,ATF5,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Sesn2,SESN2,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Gars,GARS1,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Herpud1,HERPUD1,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Gadd45a,GADD45A,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Slc1a5,SLC1A5,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Atf6,ATF6,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Slc3a2,SLC3A2,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Cyb5r1,CYB5R1,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Aldh18a1,ALDH18A1,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Rhbdd1,RHBDD1,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Phgdh,PHGDH,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Slc7a11,SLC7A11,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Hmox1,HMOX1,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Aars,,False
Han_ISR_without_HPCS_ADI_or_operational_markers,Psph,PSPH,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Sars,,False
Han_ISR_without_HPCS_ADI_or_operational_markers,Lars,,False
Han_ISR_without_HPCS_ADI_or_operational_markers,Slc6a9,SLC6A9,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Yars,,False
Han_ISR_without_HPCS_ADI_or_operational_markers,Cth,CTH,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Aldh1l2,ALDH1L2,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Pck2,PCK2,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Gpt2,GPT2,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Phf10,PHF10,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Tars,,False
Han_ISR_without_HPCS_ADI_or_operational_markers,Hax1,HAX1,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Shmt2,SHMT2,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Pycr1,PYCR1,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Ero1l,,False
Han_ISR_without_HPCS_ADI_or_operational_markers,Lonp1,LONP1,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Mars,,False
Han_ISR_without_HPCS_ADI_or_operational_markers,Xpot,XPOT,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Angptl6,ANGPTL6,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Leprotl1,LEPROTL1,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Nfe2l1,NFE2L1,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Otub2,OTUB2,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Got1,GOT1,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Slc25a33,SLC25A33,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Gtpbp2,GTPBP2,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Soat2,SOAT2,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Nfil3,NFIL3,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Siah2,SIAH2,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Crls1,CRLS1,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Krtcap2,KRTCAP2,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Uhrf1bp1,,False
Han_ISR_without_HPCS_ADI_or_operational_markers,Glce,GLCE,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Arhgef2,ARHGEF2,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Cebpb,CEBPB,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Fam129a,,False
Han_ISR_without_HPCS_ADI_or_operational_markers,Ubr2,UBR2,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Nop14,NOP14,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Derl1,DERL1,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Slc7a3,SLC7A3,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Ciart,CIART,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Vegfa,VEGFA,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Mthfd1l,MTHFD1L,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Clic4,CLIC4,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Scpep1,SCPEP1,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Mtbp,MTBP,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Pfkp,PFKP,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Tcea1,TCEA1,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Gnpnat1,GNPNAT1,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Car6,CA6,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Mdfic,MDFIC,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Tbc1d31,TBC1D31,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Paqr3,PAQR3,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Ddit4,DDIT4,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Steap1,,False
Han_ISR_without_HPCS_ADI_or_operational_markers,Adm2,ADM2,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Fads3,FADS3,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Bex2,,False
Han_ISR_without_HPCS_ADI_or_operational_markers,Cbs,,False
Han_ISR_without_HPCS_ADI_or_operational_markers,Ccnb1ip1,CCNB1IP1,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Ccpg1,CCPG1,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Cebpg,CEBPG,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Cyb5r2,CYB5R2,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Eif1b,EIF1B,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Epb41l4a,EPB41L4A,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Fam89a,FAM89A,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Fgf21,FGF21,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Hoxb9,HOXB9,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Idh1,IDH1,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Lmo4,LMO4,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Map1b,MAP1B,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Map3k8,MAP3K8,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Moxd1,MOXD1,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Oxld1,OXLD1,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Pim1,PIM1,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Plpp4,PLPP4,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Psat1,PSAT1,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Rgs16,RGS16,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Slc24a4,SLC24A4,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Slc7a1,SLC7A1,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Snhg8,,False
Han_ISR_without_HPCS_ADI_or_operational_markers,Socs2,SOCS2,True
Han_ISR_without_HPCS_ADI_or_operational_markers,St6galnac1,ST6GALNAC1,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Tsc22d3,TSC22D3,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Wars,,False
Han_ISR_without_HPCS_ADI_or_operational_markers,Ydjc,YDJC,True
Han_ISR_without_HPCS_ADI_or_operational_markers,Znfx1,ZNFX1,True
